18,0.01,0.01,10000,0
18,0.0110526,0.0110526,10000,0
18,0.0121053,0.0121053,10000,0
18,0.0131579,0.0131579,10000,0
18,0.0142105,0.0142105,10000,0
18,0.0152632,0.0152632,10000,0
18,0.0163158,0.0163158,10000,0
18,0.0173684,0.0173684,10000,0
18,0.0184211,0.0184211,10000,1
18,0.0194737,0.0194737,10000,4
18,0.0205263,0.0205263,10000,9
18,0.0215789,0.0215789,10000,27
18,0.0226316,0.0226316,10000,113
18,0.0236842,0.0236842,10000,520
18,0.0247368,0.0247368,10000,1957
18,0.0257895,0.0257895,10000,4313
18,0.0268421,0.0268421,10000,5224
18,0.0278947,0.0278947,10000,5349
18,0.0289474,0.0289474,10000,5475
18,0.03,0.03,10000,5472
